peak,gene_transcript,pval,odds,FDR,padj.Bonferroni,FDR.BY,percent_open_state1,percent_open_state2
chr10:106113071-106113730,CCDC147_9489,0.434375382408413,0.884664206571298,0.550655704320309,1,1,4.60251046025105,5.17241379310345
chr10:106401156-106401533,SORCS3_9492,0.695480304552086,0.970601209116176,0.695480304552086,1,1,0.418410041841004,0.431034482758621
chr10:108923694-108924851,SORCS1_9497,0.473210723400449,1.09742858835128,0.573185446189411,1,1,5.64853556485356,5.17241379310345
chr10:1094327-1095577,IDI1_7276,0.0203423046298548,0.625449380648184,0.130452304346862,1,1,12.7615062761506,18.9655172413793
chr10:1101907-1103065,WDR37_7280,0.471984378131238,0.939387263234955,0.573185446189411,1,1,7.32217573221757,7.75862068965517
chr10:11059361-11060757,CELF2_7423,0.0557002964807577,0.639682736236453,0.212847656414622,1,1,8.36820083682008,12.5
chr10:111682779-111683537,XPNPEP1_9500,0.00339524635253106,0.520523473479169,0.0581249334549104,1,0.600617595582955,10.0418410041841,17.6724137931035
chr10:111765619-111765896,ADD3_9508,0.452941059615805,Inf,0.561482929803171,1,1,0.418410041841004,0
chr10:111767021-111768436,ADD3_9509,0.255039971001699,0.839097548090036,0.446100220917932,1,1,12.9707112970711,15.0862068965517
chr10:111967136-111967630,MXI1_9511,0.377343987991997,0.803012815896702,0.525825678357388,1,1,3.13807531380753,3.87931034482759
chr10:111969326-111970006,MXI1_9513,0.524912447738975,0.987229364807728,0.591502540586795,1,1,11.5062761506276,11.6379310344828
chr10:111970470-111971269,MXI1_9513,0.524912447738975,0.987229364807728,0.591502540586795,1,1,11.5062761506276,11.6379310344828
chr10:111985469-111987387,MXI1_9514,0.176868095084393,0.802525744324932,0.381072823729698,1,1,15.0627615062762,18.1034482758621
chr10:112064147-112065209,SMNDC1_9518,0.00626870911945595,0.438960111871361,0.0772156411666319,1,0.797886035858864,4.60251046025105,9.91379310344828
chr10:11206699-11208376,CELF2_7427,0.344525952560272,0.82340709265957,0.502730846224929,1,1,5.02092050209205,6.03448275862069
chr10:112257051-112258433,DUSP5_9520,0.00184027180205926,0.502548126137308,0.0438640476355478,1,0.453256756738244,10.2510460251046,18.5344827586207
chr10:112326838-112328191,SMC3_9521,0.0284174554167098,0.614223010388153,0.155534420591868,1,1,9.8326359832636,15.0862068965517
chr10:112402902-112404351,RBM20_9522,0.575948363323223,0.970098464203329,0.614579054816496,1,1,2.09205020920502,2.1551724137931
chr10:112631186-112632788,PDCD4_9523,0.0346721212398419,0.628727598644113,0.169931783267007,1,1,10.0418410041841,15.0862068965517
chr10:112678241-112679837,BBIP1_9526,0.028516883149066,0.695918100454134,0.155880852867733,1,1,22.3849372384937,29.3103448275862
chr10:112835897-112837282,ADRA2A_9535,0.380142192754603,1.14506791191324,0.528815325955768,1,1,8.78661087866109,7.75862068965517
chr10:113943026-113943965,GPAM_9536,0.410576205744066,1.19510305643718,0.545905737797378,1,1,4.60251046025105,3.87931034482759
chr10:114206365-114207411,ZDHHC6_9546,0.34137047724316,0.813015651041251,0.499155255531707,1,1,4.60251046025105,5.60344827586207
chr10:114709639-114710191,TCF7L2_9550,0.257310513377728,0.801144128616039,0.448028203951111,1,1,7.74058577405858,9.48275862068965
chr10:115310172-115310509,HABP2_9566,0.326760563380282,0,0.491922449817109,1,1,0,0.431034482758621
chr10:115312313-115312875,HABP2_9567,0.673239436619718,Inf,0.680455251127239,1,1,0.209205020920502,0
chr10:115438737-115440900,CASP7_9574,0.00215700577913959,0.481833399211621,0.0470587215304828,1,0.486268017816693,8.36820083682008,15.948275862069
chr10:115468948-115469560,CASP7_9580,0.452941059615805,Inf,0.561482929803171,1,1,0.418410041841004,0
chr10:115613606-115615424,DCLRE1A_9587,0.291942147375903,0.830096695367771,0.480133959522154,1,1,8.36820083682008,9.91379310344828
chr10:115802699-115804536,ADRB1_9591,0.575948363323223,0.970098464203329,0.614579054816496,1,1,2.09205020920502,2.1551724137931
chr10:115933630-115934696,C10orf118_9594,0.391811256609453,0.91665194397723,0.530044996719409,1,1,13.5983263598326,14.6551724137931
chr10:115998912-115999864,VWA2_9602,0.338939145512042,1.63003234094892,0.496736546420493,1,1,2.09205020920502,1.29310344827586
chr10:11615470-11615874,USP6NL_7435,0.473518480957119,1.94777320153957,0.573185446189411,1,1,0.836820083682008,0.431034482758621
chr10:116163799-116164783,AFAP1L2_9604,0.410829102206325,1.46408628735179,0.545905737797378,1,1,1.88284518828452,1.29310344827586
chr10:116246815-116247600,ABLIM1_9608,0.424051636676777,1.34211102188431,0.550655704320309,1,1,2.30125523012552,1.72413793103448
chr10:116286041-116286957,ABLIM1_9609,0.433226905609084,0.845045232934128,0.550655704320309,1,1,2.92887029288703,3.44827586206897
chr10:116444074-116444372,ABLIM1_9614,0.0469686027185936,0.471503612078774,0.193737430554021,1,1,2.71966527196653,5.60344827586207
chr10:116444624-116444991,ABLIM1_9614,0.0469686027185936,0.471503612078774,0.193737430554021,1,1,2.71966527196653,5.60344827586207
chr10:11652903-11654243,USP6NL_7437,0.0461471744328432,0.642525253689439,0.193075019522698,1,1,9.6234309623431,14.2241379310345
chr10:116581197-116582644,FAM160B1_9616,0.463246658044311,0.94516538473947,0.569837306855134,1,1,9.8326359832636,10.3448275862069
chr10:116697746-116698501,TRUB1_9620,0.25313971953078,1.47626760890532,0.444218276985467,1,1,4.39330543933054,3.01724137931035
chr10:116852281-116854156,ATRNL1_9621,0.00443736554084205,0.544647670093683,0.0662628144201048,1,0.684708091828374,11.2970711297071,18.9655172413793
chr10:11783973-11785147,ECHDC3_7438,0.0017936120375631,0.401075661462232,0.0431692648985028,1,0.446077415409617,4.81171548117155,11.2068965517241
chr10:118031986-118034438,GFRA1_9628,0.319697916884214,0.837698976614082,0.491922449817109,1,1,7.32217573221757,8.62068965517242
chr10:118429433-118430007,C10orf82_9644,0.604301460697911,1.4582263426516,0.633138868755015,1,1,0.627615062761506,0.431034482758621
chr10:118467938-118468138,HSPA12A_9647,0.673239436619718,Inf,0.680455251127239,1,1,0.209205020920502,0
chr10:118501496-118502966,HSPA12A_9648,0.0914096049261785,0.704816629788147,0.277694829615704,1,1,10.4602510460251,14.2241379310345
chr10:118608490-118609647,ENO4_9649,0.0290493243391094,0.544487126067418,0.157791687163995,1,1,5.64853556485356,9.91379310344828
chr10:11865146-11866019,PROSER2_7441,0.304519695447914,Inf,0.485433050962816,1,1,0.627615062761506,0
chr10:11873176-11874278,PROSER2_7442,0.0576598284507446,5.43298105338189,0.218960728134839,1,1,2.30125523012552,0.431034482758621
chr10:118763808-118765280,KIAA1598_9653,0.115666177197041,0.742408581667103,0.301609431835801,1,1,12.3430962343096,15.948275862069
chr10:118999229-119001568,SLC18A2_9660,0.490902277375383,1.29887936700357,0.582235373084988,1,1,1.67364016736402,1.29310344827586
chr10:119134138-119135636,PDZD8_9661,0.329786144794742,0.8674040543411,0.493370496833402,1,1,10.2510460251046,11.6379310344828
chr10:119302740-119303457,EMX2_9663,0.547058940384195,0.484803044732663,0.596298391498867,1,1,0.209205020920502,0.431034482758621
chr10:119805465-119806974,RAB11FIP2_9664,0.00538426177685259,0.514530367040817,0.0725341182538214,1,0.749510840079243,8.36820083682008,15.0862068965517
chr10:120101280-120102229,FAM204A_9666,0.492829567208833,0.907257021176903,0.582837160178374,1,1,3.13807531380753,3.44827586206897
chr10:120353923-120354311,PRLHR_9669,0.47890095041558,0.932308558445107,0.577525765291521,1,1,5.64853556485356,6.03448275862069
chr10:120354654-120356311,PRLHR_9669,0.47890095041558,0.932308558445107,0.577525765291521,1,1,5.64853556485356,6.03448275862069
chr10:120513648-120515164,CACUL1_9671,0.305710968778822,0.865780493427368,0.485433050962816,1,1,12.5523012552301,14.2241379310345
chr10:120788342-120790399,NANOS1_9673,0.410382029904424,0.938453522959922,0.545905737797378,1,1,19.6652719665272,20.6896551724138
chr10:120839504-120841018,EIF3A_9675,0.0860774917573394,0.69077112958644,0.270966668233565,1,1,9.6234309623431,13.3620689655172
chr10:12084434-12085538,UPF2_7445,0.421274724531335,0.932988692765788,0.550655704320309,1,1,13.8075313807531,14.6551724137931
chr10:120863287-120864275,FAM45A_9677,0.161201204991358,0.710159418720174,0.362068029144064,1,1,6.27615062761506,8.62068965517242
chr10:120924651-120925704,SFXN4_9680,0.00750107309280877,0.458693967764941,0.0817209711885107,1,0.844440592125973,5.02092050209205,10.3448275862069
chr10:120937644-120938678,PRDX3_9684,0.301265092218847,0.787425439586854,0.485433050962816,1,1,4.81171548117155,6.03448275862069
chr10:120965810-120967672,GRK5_9686,0.037431259640271,0.565868493467505,0.177410300895377,1,1,5.85774058577406,9.91379310344828
chr10:12110531-12111247,DHTKD1_7447,0.0325500709057063,0.649750733826592,0.168531825268459,1,1,12.5523012552301,18.1034482758621
chr10:121301864-121303213,RGS10_9690,0.607599858019684,0.970351965901944,0.634399246723481,1,1,1.25523012552301,1.29310344827586
chr10:121355312-121356955,TIAL1_9693,0.185262272601053,0.792855446256614,0.389459256703176,1,1,12.3430962343096,15.0862068965517
chr10:121410362-121412243,BAG3_9696,0.0874559489303905,0.619116299421486,0.273113881775561,1,1,5.23012552301255,8.18965517241379
chr10:121484952-121486042,INPP5F_9698,0.159906361361127,0.792535383355025,0.362068029144064,1,1,15.2719665271967,18.5344827586207
chr10:121577806-121578764,INPP5F_9701,0.500409281150479,1.16883396878063,0.584985975126258,1,1,2.51046025104603,2.1551724137931
chr10:121631603-121633180,MCMBP_9702,0.0503032382715117,0.657937215703242,0.202633749498477,1,1,10.4602510460251,15.0862068965517
chr10:121651732-121652542,SEC23IP_9704,0.543682220388642,0.994514755457455,0.596298391498867,1,1,8.57740585774059,8.62068965517242
chr10:12171057-12172019,SEC61A2_7451,0.421274724531335,0.932988692765788,0.550655704320309,1,1,13.8075313807531,14.6551724137931
chr10:122215816-122216922,PPAPDC1A_9708,0.29844248472312,1.5925914978609,0.485433050962816,1,1,2.71966527196653,1.72413793103448
chr10:12237374-12238546,NUDT5_7461,0.287216732857555,0.818612102767654,0.476907452989784,1,1,7.53138075313808,9.05172413793103
chr10:122610413-122611238,WDR11_9715,0.347224551454967,0.832388488815987,0.505786619773645,1,1,5.43933054393306,6.46551724137931
chr10:123357309-123358434,FGFR2_9723,0.0283700106617494,0.468070661630671,0.155534420591868,1,1,3.34728033472803,6.89655172413793
chr10:123686730-123688329,ATE1_9733,0.0018826616586151,0.470739416894083,0.0441305458493587,1,0.456010540818366,7.94979079497908,15.5172413793103
chr10:123733901-123735152,NSMCE4A_9741,0.0196215496991044,0.50511814512636,0.129884573516473,1,1,5.02092050209205,9.48275862068965
chr10:123872064-123873471,TACC2_9752,8.01826213373877e-05,0.254570923717015,0.0129809667810467,1,0.134135156686633,2.71966527196653,9.91379310344828
chr10:12390730-12391918,CAMK1D_7472,0.319697916884214,0.837698976614082,0.491922449817109,1,1,7.32217573221757,8.62068965517242
chr10:123922395-123922762,TACC2_9754,0.183948032626969,0.724385648399664,0.389451735057676,1,1,6.06694560669456,8.18965517241379
chr10:123922995-123924238,TACC2_9754,0.183948032626969,0.724385648399664,0.389451735057676,1,1,6.06694560669456,8.18965517241379
chr10:123996123-123997240,TACC2_9762,0.499590718849521,0.887381081322034,0.584985975126258,1,1,2.30125523012552,2.58620689655172
chr10:124133829-124135091,PLEKHA1_9765,0.101560177178779,0.74937059015978,0.291807171266993,1,1,15.2719665271967,19.3965517241379
chr10:124220791-124221966,HTRA1_9773,0.110271024797417,4.42570521200017,0.296155538949484,1,1,1.88284518828452,0.431034482758621
chr10:124638514-124639822,FAM24B_9786,0.565624617591587,1.01556263475037,0.609624478637147,1,1,4.81171548117155,4.74137931034483
chr10:124713387-124714180,C10orf88_9790,0.137088429387177,0.651719752241759,0.331390685411048,1,1,4.60251046025105,6.89655172413793
chr10:124739425-124740419,PSTK_9791,0.0298047658441423,0.568926850223479,0.159700301303905,1,1,6.69456066945607,11.2068965517241
chr10:124767378-124768821,IKZF5_9794,0.114455014785857,0.717302706916202,0.299628366225658,1,1,9.6234309623431,12.9310344827586
chr10:124787243-124787680,ACADSB_9797,0.326760563380282,0,0.491922449817109,1,1,0,0.431034482758621
chr10:124913479-124914656,BUB3_9800,0.00275042559602509,0.502228801033465,0.05331092971019,1,0.550873446516114,9.20502092050209,16.8103448275862
chr10:125851777-125853007,CHST15_9808,0.673239436619718,Inf,0.680455251127239,1,1,0.209205020920502,0
chr10:126106738-126107967,OAT_9810,0.00933147191920516,0.516119695817213,0.0923885317898586,1,0.954670818954314,7.11297071129707,12.9310344827586
chr10:126138477-126139050,NKX1-2_9812,0.673239436619718,Inf,0.680455251127239,1,1,0.209205020920502,0
chr10:126150031-126150930,LHPP_9814,0.410576205744066,1.19510305643718,0.545905737797378,1,1,4.60251046025105,3.87931034482759
chr10:126432154-126433532,FAM53B_9818,0.158972643286592,0.665160478573321,0.360166851148315,1,1,4.39330543933054,6.46551724137931
chr10:126479883-126481066,METTL10_9820,0.00134950589601823,0.41952578844651,0.037142620809548,1,0.3838027895823,5.85774058577406,12.9310344827586
chr10:126489993-126490968,FAM175B_9821,0.102190540766262,0.553630341440779,0.291807171266993,1,1,2.92887029288703,5.17241379310345
chr10:126631164-126631364,ZRANB1_9822,0.673239436619718,Inf,0.680455251127239,1,1,0.209205020920502,0
chr10:126847169-126848595,CTBP2_9825,0.344525952560272,0.82340709265957,0.502730846224929,1,1,5.02092050209205,6.03448275862069
chr10:126848784-126850281,CTBP2_9826,0.00655402538272099,0.341329602995741,0.07805577365743,1,0.806567307846655,2.30125523012552,6.46551724137931
chr10:127407458-127408720,C10orf137_9833,0.0135877511765217,0.512242580707184,0.109849018487931,1,1,6.06694560669456,11.2068965517241
chr10:127511328-127512247,UROS_9838,0.0306281758681893,0.386109755614782,0.16199240251116,1,1,1.88284518828452,4.74137931034483
chr10:127584281-127585442,DHX32_9849,0.433586545430591,0.900287335008031,0.550655704320309,1,1,5.85774058577406,6.46551724137931
chr10:127661867-127662213,FANK1_9853,0.526481519042881,0.726635398602433,0.591502540586795,1,1,0.627615062761506,0.862068965517241
chr10:128076228-128077364,ADAM12_9858,0.499590718849521,0.887381081322034,0.584985975126258,1,1,2.30125523012552,2.58620689655172
chr10:128192670-128193221,C10orf90_9862,0.604301460697911,1.4582263426516,0.633138868755015,1,1,0.627615062761506,0.431034482758621
chr10:128593188-128594758,DOCK1_9870,0.0065348351829582,0.385740240692263,0.07805577365743,1,0.806567307846655,3.13807531380753,7.75862068965517
chr10:128994028-128995201,FAM196A_9872,0.604301460697911,1.4582263426516,0.633138868755015,1,1,0.627615062761506,0.431034482758621
chr10:129534571-129535215,FOXI2_9874,0.673239436619718,Inf,0.680455251127239,1,1,0.209205020920502,0
